https://theangrygm.com/the-shape-of-adventure/	branching
https://theangrygm.com/scenes-the-lego-bricks-of-adventure/	Motivation
https://theangrygm.com/definitive-tension-pool/	Complication
https://theangrygm.com/coloring-inside-the-lines-linear-adventure-design/	railroad
https://www.failbettergames.com/news/fallen-london-writer-guidelines-part-ii	Provide reminders in content so players can reorient themselves
https://www.dwsrd.org/gm/fronts.html	Create 2-3 dangers
https://www.dwsrd.org/gm/fronts.html	stakes questions
https://www.dwsrd.org/gm/fronts.html	impending doom
https://bladesinthedark.com/downtime-activities-play	faction clock
https://arxiv.org/abs/2212.10060	3x more likely to fulfill the DM's intent
https://arxiv.org/abs/2210.06774	14%
https://arxiv.org/abs/2212.10077	22.5%
https://arxiv.org/abs/2501.10868	poor understanding of the effectiveness of the methods in practice
https://arxiv.org/html/2408.02442	placed the "answer" key before the "reason" key
https://arxiv.org/abs/2408.02442	stricter format constraints generally lead to greater performance degradation in reasoning tasks
https://arxiv.org/abs/2307.09702	guaranteeing the structure of the generated text
https://gnomestew.com/spotlight-screen-presence-and-the-star/	Screen Presence 3
https://www.dndbeyond.com/sources/dnd/basic-rules-2014/introduction	create a new character
https://www.rockpapershotgun.com/how-hades-plays-with-greek-myths	Kasavin
https://gdconf.com/article/roguelikes-and-narrative-design-with-hades-creative-director-greg-kasavin-gdc-podcast-ep-16/	remember
https://inkwellideas.com/solo-role-playing-games/solo-rpgs-scarlet-heroes/	fray
https://www.dndbeyond.com/posts/1825-whats-new-in-the-2024-dungeon-masters-guide	Greyhawk
https://www.dndbeyond.com/posts/1711-dont-tier-your-hair-out-how-to-dm-at-higher-levels	Local Heroes
https://mcpress.media-commons.org/complextelevision/beginnings/	pilot
https://www.genericgames.co.nz/motw/	Monster of the Week
https://evilhat.com/product/monster-of-the-week/	mysteries
https://en.wikipedia.org/wiki/Recap_sequence	Previously on
https://filmdaft.com/what-is-a-cold-open-definition/	cold open
https://reedsy.com/blog/guide/story-structure/save-the-cat-beat-sheet/	Midpoint
https://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=zTD2RZz6mlo&format=json	Your First Adventure
https://www.youtube.com/oembed?url=https://www.youtube.com/watch?v=FUrlRZu2uCc&format=json	Bad Guys
https://theangrygm.com/your-mission-is-to-start-an-adventure/	hook
https://tomkinpress.com/pages/licensing	Creative Commons
https://github.com/Sagelt/Dungeon-World/blob/master/LICENSE	Attribution 3.0
https://bladesinthedark.com/licensing	Creative Commons Attribution
https://www.wordmillgames.com/page/mythic-gme.html	Mythic
