https://theangrygm.com/how-to-build-awesome-encounters/	call to action
https://tedtschopp.github.io/Ironsworn-SRD/Ironsworn%20SRD.html	from a few minutes to a few hours
https://www.dndbeyond.com/sources/dnd/br-2024/creating-a-character	start you at a higher level
https://mcpress.media-commons.org/complextelevision/ends/	13
https://filmdaft.com/what-is-a-cold-open-definition/	before the opening credits
https://www.dndbeyond.com/posts/1848-journey-through-these-5-short-adventures-in-the	hooks
https://www.dndbeyond.com/posts/906-how-to-play-sidekicks-like-heroes-in-tashas	Spellcaster
https://gnomestew.com/spotlight-screen-presence-and-the-star/	only one character rated Screen Presence 3
https://en.wikipedia.org/wiki/Recap_sequence	cliffhanger
https://theangrygm.com/the-shape-of-adventure/	open
https://www.dndbeyond.com/sources/dnd/basic-rules-2014/introduction	revived
